id,movie_id,actor_id
822,a_s216,42861
823,a_s216,51391
824,a_s216,24749
825,a_s216,1936
826,a_s216,31717
827,a_s216,42485
828,a_s216,45619
829,a_s216,28555
830,a_s216,9518
831,a_s216,34327
832,a_s217,49802
833,a_s217,3929
834,a_s217,12134
835,a_s217,53607
836,a_s217,13667
837,a_s217,7613
838,a_s219,22507
839,a_s219,54611
840,a_s219,45920
841,a_s219,13550
842,a_s219,9206
843,a_s219,49567
844,a_s219,57991
845,a_s219,27980
846,a_s219,59756
847,a_s219,27324
848,a_s219,10123
849,a_s220,20828
850,a_s220,17796
851,a_s221,57727
852,a_s221,2476
853,a_s221,42548
854,a_s221,48199
855,a_s221,43028
856,a_s221,53149
857,a_s221,58722
858,a_s222,12596
859,a_s222,35018
860,a_s222,10263
861,a_s222,42069
862,a_s223,49987
863,a_s223,53987
864,a_s223,9466
865,a_s223,36816
866,a_s223,21291
867,a_s223,57779
868,a_s223,31437
869,a_s223,1692
870,a_s223,7921
871,a_s223,16170
872,a_s223,25753
873,a_s223,15663
874,a_s223,15064
875,a_s223,8772
876,a_s223,53975
877,a_s223,24185
878,a_s223,19145
879,a_s223,49966
880,a_s223,19196
881,a_s223,7561
882,a_s223,57996
883,a_s223,56950
884,a_s223,5198
885,a_s223,12487
886,a_s223,22417
887,a_s223,22344
888,a_s223,16175
889,a_s223,24124
890,a_s223,5204
891,a_s223,25113
892,a_s223,24137
893,a_s223,39448
894,a_s223,19313
895,a_s223,20071
896,a_s223,40530
897,a_s223,20072
898,a_s223,24168
899,a_s223,44673
900,a_s223,1482
901,a_s223,15981
902,a_s223,58519
903,a_s223,7292
904,a_s224,2558
905,a_s224,52530
906,a_s224,21558
907,a_s225,61906
908,a_s226,49987
909,a_s226,19981
910,a_s226,12747
911,a_s226,15764
912,a_s226,34350
913,a_s226,58562
914,a_s226,50067
915,a_s226,23583
916,a_s226,7612
917,a_s227,11613
918,a_s227,45631
919,a_s227,18576
920,a_s227,46152
921,a_s228,9127
922,a_s228,33330
923,a_s228,9958
924,a_s228,7972
925,a_s228,48165
926,a_s229,15743
927,a_s229,8776
928,a_s230,42748
929,a_s230,17011
930,a_s230,12708
931,a_s230,12052
932,a_s230,17949
933,a_s230,13127
934,a_s230,55911
935,a_s231,45715
936,a_s232,54372
937,a_s232,373
938,a_s232,37617
939,a_s232,29384
940,a_s233,6939
941,a_s233,40818
942,a_s234,12211
943,a_s234,17846
944,a_s234,13248
945,a_s235,55530
946,a_s235,35988
947,a_s235,30406
948,a_s235,51865
949,a_s235,19530
950,a_s235,1286
951,a_s236,28113
952,a_s237,26946
953,a_s238,15804
954,a_s238,15885
955,a_s238,35947
956,a_s238,48387
957,a_s238,49075
958,a_s238,54772
959,a_s238,42780
960,a_s238,26935
961,a_s238,49015
962,a_s238,45740
963,a_s238,60472
964,a_s238,34670
965,a_s238,54624
966,a_s238,8708
967,a_s238,15830
968,a_s238,8556
969,a_s238,15864
970,a_s238,3344
971,a_s239,45604
972,a_s240,39664
973,a_s240,26424
974,a_s240,13886
975,a_s240,57166
976,a_s240,8714
977,a_s240,58441
978,a_s240,36418
979,a_s240,8557
980,a_s240,23927
981,a_s240,14033
982,a_s241,60748
983,a_s242,8777
984,a_s242,54624
985,a_s243,56899
986,a_s243,38223
987,a_s243,31013
988,a_s244,35738
989,a_s244,10572
990,a_s244,43532
991,a_s246,34657
992,a_s246,8051
993,a_s246,16773
994,a_s246,54920
995,a_s246,11391
996,a_s246,60733
997,a_s246,26373
998,a_s246,14049
999,a_s247,60648
1000,a_s247,41388
1001,a_s247,14779
1002,a_s247,6886
1003,a_s247,7195
1004,a_s247,27639
1005,a_s247,28464
1006,a_s249,44137
1007,a_s250,6058
1008,a_s250,58823
1009,a_s250,8864
1010,a_s250,8856
1011,a_s250,8862
1012,a_s250,8863
1013,a_s250,23042
1014,a_s250,59024
1015,a_s251,32732
1016,a_s251,4888
1017,a_s251,15442
1018,a_s251,42499
1019,a_s252,11347
1020,a_s252,8502
1021,a_s252,61858
1022,a_s252,53956
1023,a_s252,761
1024,a_s252,2015
1025,a_s252,28062
1026,a_s252,27301
1027,a_s252,1544
1028,a_s252,17230
1029,a_s253,24909
1030,a_s253,49025
1031,a_s253,32093
1032,a_s253,45116
1033,a_s254,45642
1034,a_s254,50207
1035,a_s254,57890
1036,a_s254,20199
1037,a_s255,11797
1038,a_s255,10783
1039,a_s256,42742
1040,a_s256,36512
1041,a_s256,51151
1042,a_s256,55694
1043,a_s256,17320
1044,a_s256,53771
1045,a_s257,10447
1046,a_s257,55771
1047,a_s257,13344
1048,a_s258,1001
1049,a_s259,48561
1050,a_s259,15226
1051,a_s259,45891
1052,a_s259,45039
1053,a_s259,54989
1054,a_s262,6701
1055,a_s262,24074
1056,a_s262,49024
1057,a_s263,8306
1058,a_s263,44698
1059,a_s263,47806
1060,a_s264,4129
1061,a_s264,53357
1062,a_s264,44340
1063,a_s265,30314
1064,a_s265,48983
1065,a_s265,27868
1066,a_s265,20030
1067,a_s265,26969
1068,a_s265,21026
1069,a_s265,30782
1070,a_s265,58373
1071,a_s265,44038
1072,a_s265,60215
1073,a_s266,31750
1074,a_s267,42229
1075,a_s267,52097
1076,a_s269,28177
1077,a_s269,19451
1078,a_s269,11838
1079,a_s269,29080
1080,a_s270,58347
1081,a_s270,40799
1082,a_s270,57356
1083,a_s270,25608
1084,a_s270,26439
1085,a_s270,19517
1086,a_s270,29233
1087,a_s270,48460
1088,a_s270,40068
1089,a_s270,17722
1090,a_s270,27142
1091,a_s270,2338
1092,a_s270,10548
1093,a_s270,48894
1094,a_s270,39347
1095,a_s270,34258
1096,a_s270,7877
1097,a_s270,47108
1098,a_s270,26246
1099,a_s270,30774
1100,a_s270,3105
1101,a_s271,33117
1102,a_s271,35019
1103,a_s271,26200
1104,a_s271,16604
1105,a_s271,55302
1106,a_s272,24700
1107,a_s272,24752
1108,a_s272,16770
1109,a_s272,21827
1110,a_s272,50275
1111,a_s273,62347
1112,a_s274,28072
1113,a_s274,52738
1114,a_s274,57678
1115,a_s274,49803
1116,a_s274,39825
1117,a_s274,31653
1118,a_s275,2179
1119,a_s275,10402
1120,a_s275,46856
1121,a_s275,3752
1122,a_s275,47834
1123,a_s275,51769
1124,a_s275,48052
1125,a_s275,42801
1126,a_s276,25733
1127,a_s276,48547
1128,a_s276,59542
1129,a_s276,37159
1130,a_s276,266
1131,a_s276,37791
1132,a_s276,25589
1133,a_s276,55795
1134,a_s276,3099
1135,a_s276,9631
1136,a_s277,13561
1137,a_s277,23398
1138,a_s277,21213
1139,a_s277,2856
1140,a_s277,6202
1141,a_s277,15807
1142,a_s277,47413
1143,a_s279,19948
1144,a_s280,7621
1145,a_s280,27393
1146,a_s280,15493
1147,a_s280,57311
1148,a_s280,26379
1149,a_s280,10901
1150,a_s281,47647
1151,a_s281,46812
1152,a_s281,52283
1153,a_s282,26158
1154,a_s282,3403
1155,a_s282,30830
1156,a_s282,933
1157,a_s283,48430
1158,a_s283,2770
1159,a_s284,23013
1160,a_s284,24364
1161,a_s284,16883
1162,a_s284,56263
1163,a_s284,47542
1164,a_s284,45153
1165,a_s284,12134
1166,a_s285,48355
1167,a_s285,55654
1168,a_s286,48687
1169,a_s286,29678
1170,a_s287,25760
1171,a_s287,37792
1172,a_s287,53326
1173,a_s288,48430
1174,a_s289,48430
1175,a_s289,26335
1176,a_s290,26335
1177,a_s290,48430
1178,a_s291,48430
1179,a_s291,24843
1180,a_s291,26335
1181,a_s292,48430
1182,a_s293,60721
1183,a_s293,57810
1184,a_s293,4751
1185,a_s294,6108
1186,a_s294,5736
1187,a_s294,27832
1188,a_s294,26059
1189,a_s294,21943
1190,a_s294,42511
1191,a_s294,9874
1192,a_s294,7308
1193,a_s294,40559
1194,a_s295,19092
1195,a_s295,7400
1196,a_s295,49210
1197,a_s295,35051
1198,a_s295,1546
1199,a_s295,37099
1200,a_s295,35313
1201,a_s295,38729
1202,a_s295,22236
1203,a_s295,15082
1204,a_s295,16899
1205,a_s296,58088
1206,a_s297,8929
1207,a_s297,46869
1208,a_s297,34633
1209,a_s297,45991
1210,a_s297,11022
1211,a_s297,5427
1212,a_s298,58020
1213,a_s300,57941
1214,a_s301,57933
1215,a_s302,31628
1216,a_s303,27479
1217,a_s303,24594
1218,a_s303,59067
1219,a_s304,57895
1220,a_s305,57881
1221,a_s306,57881
1222,a_s308,57819
1223,a_s309,57815
1224,a_s310,27880
1225,a_s310,60469
1226,a_s310,43444
1227,a_s310,28596
1228,a_s310,18999
1229,a_s310,12437
1230,a_s310,27848
1231,a_s310,29033
1232,a_s310,39795
1233,a_s312,2938
1234,a_s312,53281
1235,a_s312,39145
1236,a_s312,61719
1237,a_s312,29975
1238,a_s313,5362
1239,a_s314,5891
1240,a_s314,38161
1241,a_s314,48017
1242,a_s314,40889
1243,a_s314,50398
1244,a_s315,18469
1245,a_s315,12485
1246,a_s315,38216
1247,a_s317,57701
1248,a_s318,9676
1249,a_s318,12018
1250,a_s318,12213
1251,a_s318,17890
1252,a_s318,54570
1253,a_s318,56444
1254,a_s319,14184
1255,a_s319,60861
1256,a_s319,44348
1257,a_s319,53934
1258,a_s319,57795
1259,a_s319,9102
1260,a_s320,8706
1261,a_s321,51420
1262,a_s321,53032
1263,a_s321,13566
1264,a_s321,222
1265,a_s322,9628
1266,a_s322,20818
1267,a_s322,26705
1268,a_s322,28099
1269,a_s322,10235
1270,a_s322,8375
1271,a_s322,25766
1272,a_s322,20129
1273,a_s323,56026
1274,a_s325,58134
1275,a_s326,27545
1276,a_s326,19141
1277,a_s326,31229
1278,a_s326,19161
1279,a_s328,57477
1280,a_s328,11217
1281,a_s328,19929
1282,a_s331,7049
1283,a_s331,46529
1284,a_s331,49347
1285,a_s331,30495
1286,a_s331,51362
1287,a_s331,2045
1288,a_s332,7049
1289,a_s332,46529
1290,a_s332,49347
1291,a_s332,30495
1292,a_s332,51362
1293,a_s332,2045
1294,a_s333,16646
1295,a_s333,12258
1296,a_s333,643
1297,a_s334,31539
1298,a_s334,35480
1299,a_s334,33680
1300,a_s334,49228
1301,a_s334,60546
1302,a_s334,34989
1303,a_s335,48322
1304,a_s335,38048
1305,a_s335,29611
1306,a_s335,53090
1307,a_s335,20023
1308,a_s335,15073
1309,a_s336,57457
1310,a_s337,21281
1311,a_s337,22248
1312,a_s337,19055
1313,a_s337,8485
1314,a_s337,34680
1315,a_s337,45607
1316,a_s337,37146
1317,a_s337,4583
1318,a_s337,14180
1319,a_s339,50847
1320,a_s339,30885
1321,a_s339,44477
1322,a_s339,20506
1323,a_s339,3293
1324,a_s339,32801
1325,a_s339,3825
1326,a_s339,50739
1327,a_s340,49498
1328,a_s340,60479
1329,a_s340,11702
1330,a_s340,3660
1331,a_s340,35559
1332,a_s340,16142
1333,a_s341,57909
1334,a_s341,14642
1335,a_s341,55102
1336,a_s342,39115
1337,a_s342,27995
1338,a_s342,34677
1339,a_s344,47573
1340,a_s344,57149
1341,a_s344,13963
1342,a_s344,31000
1343,a_s347,18256
1344,a_s347,4423
1345,a_s348,3003
1346,a_s348,243
1347,a_s348,30885
1348,a_s348,18459
1349,a_s348,39012
1350,a_s348,49729
1351,a_s348,34993
1352,a_s348,52823
1353,a_s348,23278
1354,a_s348,19812
1355,a_s349,25687
1356,a_s349,55858
1357,a_s349,59644
1358,a_s349,56020
1359,a_s349,50576
1360,a_s350,3097
1361,a_s350,17426
1362,a_s350,54874
